loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.6022,0.439562052488327,9.833948339483396e-06,0.03679852805887764,10,,,,,
2.586,0.5511835813522339,9.649446494464946e-06,0.07359705611775529,20,,,,,
2.5598,0.6420567035675049,9.464944649446495e-06,0.11039558417663294,30,,,,,
2.4851,0.674364447593689,9.280442804428046e-06,0.14719411223551057,40,,,,,
2.4763,0.6515381336212158,9.095940959409594e-06,0.18399264029438822,50,,,,,
2.417,0.590278685092926,8.911439114391145e-06,0.22079116835326587,60,,,,,
2.3516,0.5153758525848389,8.726937269372693e-06,0.2575896964121435,70,,,,,
2.3323,0.48722949624061584,8.542435424354244e-06,0.29438822447102114,80,,,,,
2.3118,0.3955782651901245,8.357933579335794e-06,0.3311867525298988,90,,,,,
2.2821,0.3241974413394928,8.173431734317345e-06,0.36798528058877644,100,,,,,
2.2703,0.28406664729118347,7.988929889298894e-06,0.4047838086476541,110,,,,,
2.2762,0.2831154465675354,7.804428044280444e-06,0.44158233670653174,120,,,,,
2.2642,0.26430243253707886,7.619926199261994e-06,0.47838086476540936,130,,,,,
2.2269,0.2424977421760559,7.435424354243543e-06,0.515179392824287,140,,,,,
2.2229,0.2612859606742859,7.250922509225092e-06,0.5519779208831647,150,,,,,
2.2171,0.269851952791214,7.066420664206642e-06,0.5887764489420423,160,,,,,
2.1918,0.26835277676582336,6.881918819188193e-06,0.62557497700092,170,,,,,
2.1682,0.26449325680732727,6.697416974169742e-06,0.6623735050597976,180,,,,,
2.1702,0.2791806161403656,6.512915129151291e-06,0.6991720331186753,190,,,,,
2.1718,0.29489096999168396,6.328413284132842e-06,0.7359705611775529,200,,,,,
2.1471,0.3125450909137726,6.143911439114392e-06,0.7727690892364305,210,,,,,
2.1275,0.29719725251197815,5.959409594095942e-06,0.8095676172953082,220,,,,,
2.1249,0.319574236869812,5.77490774907749e-06,0.8463661453541859,230,,,,,
2.0929,0.3303874433040619,5.590405904059041e-06,0.8831646734130635,240,,,,,
2.078,0.33193495869636536,5.405904059040591e-06,0.9199632014719411,250,,,,,
2.0684,0.33581027388572693,5.221402214022141e-06,0.9567617295308187,260,,,,,
2.0509,0.37723052501678467,5.03690036900369e-06,0.9935602575896965,270,,,,,
2.2793,0.37591877579689026,4.85239852398524e-06,1.03311867525299,280,,,,,
1.9864,0.39315950870513916,4.66789667896679e-06,1.0699172033118676,290,,,,,
2.0039,0.39906537532806396,4.483394833948339e-06,1.1067157313707452,300,,,,,
1.9565,0.3982478380203247,4.29889298892989e-06,1.1435142594296228,310,,,,,
1.9764,0.4354340136051178,4.114391143911439e-06,1.1803127874885004,320,,,,,
1.9561,0.4479239583015442,3.929889298892989e-06,1.217111315547378,330,,,,,
1.9206,0.4429771900177002,3.745387453874539e-06,1.2539098436062557,340,,,,,
1.9187,0.44716355204582214,3.560885608856089e-06,1.2907083716651333,350,,,,,
1.8827,0.4343840777873993,3.3763837638376386e-06,1.327506899724011,360,,,,,
1.8678,0.4383293390274048,3.1918819188191886e-06,1.3643054277828885,370,,,,,
1.8913,0.4265768826007843,3.007380073800738e-06,1.4011039558417664,380,,,,,
1.8473,0.46451470255851746,2.822878228782288e-06,1.437902483900644,390,,,,,
1.8523,0.461530476808548,2.638376383763838e-06,1.4747010119595216,400,,,,,
1.8124,0.4429861605167389,2.453874538745388e-06,1.5114995400183993,410,,,,,
1.8533,0.4611521363258362,2.2693726937269374e-06,1.5482980680772769,420,,,,,
1.8182,0.4190097451210022,2.0848708487084874e-06,1.5850965961361545,430,,,,,
1.8107,0.41185858845710754,1.900369003690037e-06,1.6218951241950323,440,,,,,
1.8152,0.38759008049964905,1.7158671586715868e-06,1.65869365225391,450,,,,,
1.7609,0.3687193989753723,1.5313653136531366e-06,1.6954921803127876,460,,,,,
1.7943,0.3653216063976288,1.3468634686346865e-06,1.7322907083716652,470,,,,,
1.7866,0.35250797867774963,1.1623616236162363e-06,1.7690892364305428,480,,,,,
1.7756,0.36496493220329285,9.77859778597786e-07,1.8058877644894205,490,,,,,
1.7899,0.3583568036556244,7.933579335793358e-07,1.842686292548298,500,,,,,
1.7869,0.33182787895202637,6.088560885608857e-07,1.8794848206071757,510,,,,,
1.7718,0.3655640482902527,4.2435424354243545e-07,1.9162833486660533,520,,,,,
1.7863,0.3525574207305908,2.3985239852398526e-07,1.953081876724931,530,,,,,
1.7814,0.33819839358329773,5.5350553505535055e-08,1.9898804047838086,540,,,,,
,,,1.9972401103955841,542,903.3807,9.622,0.6,4.7887035422539776e+17,2.0684782029078015
