loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.4033,0.28474584221839905,9.833948339483396e-06,0.03679852805887764,10,,,,,
2.3624,0.35647839307785034,9.649446494464946e-06,0.07359705611775529,20,,,,,
2.3542,0.4125860631465912,9.464944649446495e-06,0.11039558417663294,30,,,,,
2.2993,0.4260803461074829,9.280442804428046e-06,0.14719411223551057,40,,,,,
2.3137,0.3776405155658722,9.095940959409594e-06,0.18399264029438822,50,,,,,
2.2693,0.31238242983818054,8.911439114391145e-06,0.22079116835326587,60,,,,,
2.2301,0.2694111168384552,8.726937269372693e-06,0.2575896964121435,70,,,,,
2.2136,0.2539466619491577,8.542435424354244e-06,0.29438822447102114,80,,,,,
2.2246,0.22809745371341705,8.357933579335794e-06,0.3311867525298988,90,,,,,
2.205,0.2025587111711502,8.173431734317345e-06,0.36798528058877644,100,,,,,
2.1971,0.19327256083488464,7.988929889298894e-06,0.4047838086476541,110,,,,,
2.2032,0.18594880402088165,7.804428044280444e-06,0.44158233670653174,120,,,,,
2.1912,0.18112128973007202,7.619926199261994e-06,0.47838086476540936,130,,,,,
2.1619,0.16656231880187988,7.435424354243543e-06,0.515179392824287,140,,,,,
2.1678,0.17923374474048615,7.250922509225092e-06,0.5519779208831647,150,,,,,
2.1584,0.18715046346187592,7.066420664206642e-06,0.5887764489420423,160,,,,,
2.1408,0.18815039098262787,6.881918819188193e-06,0.62557497700092,170,,,,,
2.112,0.1817753165960312,6.697416974169742e-06,0.6623735050597976,180,,,,,
2.118,0.19312654435634613,6.512915129151291e-06,0.6991720331186753,190,,,,,
2.1276,0.20357319712638855,6.328413284132842e-06,0.7359705611775529,200,,,,,
2.1068,0.2171037197113037,6.143911439114392e-06,0.7727690892364305,210,,,,,
2.0996,0.21271096169948578,5.959409594095942e-06,0.8095676172953082,220,,,,,
2.0821,0.21599990129470825,5.77490774907749e-06,0.8463661453541859,230,,,,,
2.066,0.23008041083812714,5.590405904059041e-06,0.8831646734130635,240,,,,,
2.0491,0.2282164841890335,5.405904059040591e-06,0.9199632014719411,250,,,,,
2.0461,0.233588308095932,5.221402214022141e-06,0.9567617295308187,260,,,,,
2.0274,0.26219770312309265,5.03690036900369e-06,0.9935602575896965,270,,,,,
2.2704,0.25716421008110046,4.85239852398524e-06,1.03311867525299,280,,,,,
1.9764,0.248408704996109,4.66789667896679e-06,1.0699172033118676,290,,,,,
2.0007,0.26260361075401306,4.483394833948339e-06,1.1067157313707452,300,,,,,
1.9505,0.2558853030204773,4.29889298892989e-06,1.1435142594296228,310,,,,,
1.9833,0.30104854702949524,4.114391143911439e-06,1.1803127874885004,320,,,,,
1.9831,0.30702048540115356,3.929889298892989e-06,1.217111315547378,330,,,,,
1.9489,0.3057768940925598,3.745387453874539e-06,1.2539098436062557,340,,,,,
1.9485,0.3074329197406769,3.560885608856089e-06,1.2907083716651333,350,,,,,
1.916,0.30654260516166687,3.3763837638376386e-06,1.327506899724011,360,,,,,
1.9093,0.3064010739326477,3.1918819188191886e-06,1.3643054277828885,370,,,,,
1.9252,0.2925352454185486,3.007380073800738e-06,1.4011039558417664,380,,,,,
1.9025,0.3121410310268402,2.822878228782288e-06,1.437902483900644,390,,,,,
1.9003,0.3088056743144989,2.638376383763838e-06,1.4747010119595216,400,,,,,
1.875,0.295407235622406,2.453874538745388e-06,1.5114995400183993,410,,,,,
1.9184,0.309826523065567,2.2693726937269374e-06,1.5482980680772769,420,,,,,
1.8805,0.2840130627155304,2.0848708487084874e-06,1.5850965961361545,430,,,,,
1.8671,0.30135247111320496,1.900369003690037e-06,1.6218951241950323,440,,,,,
1.8873,0.2817848324775696,1.7158671586715868e-06,1.65869365225391,450,,,,,
1.8281,0.27445241808891296,1.5313653136531366e-06,1.6954921803127876,460,,,,,
1.868,0.28918707370758057,1.3468634686346865e-06,1.7322907083716652,470,,,,,
1.8592,0.26688453555107117,1.1623616236162363e-06,1.7690892364305428,480,,,,,
1.8656,0.27981701493263245,9.77859778597786e-07,1.8058877644894205,490,,,,,
1.8555,0.26606592535972595,7.933579335793358e-07,1.842686292548298,500,,,,,
1.8607,0.2470121681690216,6.088560885608857e-07,1.8794848206071757,510,,,,,
1.8397,0.26558274030685425,4.2435424354243545e-07,1.9162833486660533,520,,,,,
1.8668,0.26133549213409424,2.3985239852398526e-07,1.953081876724931,530,,,,,
1.8488,0.24468238651752472,5.5350553505535055e-08,1.9898804047838086,540,,,,,
,,,1.9972401103955841,542,1358.8693,6.396,0.399,6.856362791627981e+17,2.048692205295352
