loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.582,0.4984135627746582,9.994614970382338e-06,0.0016155088852988692,10,,,,,,,,,
2.5741,0.6797778606414795,9.989229940764675e-06,0.0032310177705977385,20,,,,,,,,,
2.5157,0.5227941274642944,9.983844911147012e-06,0.004846526655896607,30,,,,,,,,,
2.4225,0.49418905377388,9.978459881529349e-06,0.006462035541195477,40,,,,,,,,,
2.3834,0.4766925275325775,9.973074851911686e-06,0.008077544426494346,50,,,,,,,,,
2.3256,0.4124414324760437,9.967689822294023e-06,0.009693053311793215,60,,,,,,,,,
2.2365,0.3733597993850708,9.96230479267636e-06,0.011308562197092083,70,,,,,,,,,
2.2022,0.33328375220298767,9.956919763058697e-06,0.012924071082390954,80,,,,,,,,,
2.1836,0.3178780674934387,9.951534733441036e-06,0.014539579967689823,90,,,,,,,,,
2.1861,0.3009186387062073,9.946149703823373e-06,0.01615508885298869,100,,,,,,,,,
2.17,0.3138866424560547,9.940764674205708e-06,0.017770597738287562,110,,,,,,,,,
2.093,0.35638660192489624,9.935379644588045e-06,0.01938610662358643,120,,,,,,,,,
2.1132,0.32982099056243896,9.929994614970384e-06,0.0210016155088853,130,,,,,,,,,
2.1025,0.36752137541770935,9.92460958535272e-06,0.022617124394184167,140,,,,,,,,,
2.0583,0.4539669454097748,9.919224555735058e-06,0.024232633279483037,150,,,,,,,,,
1.9904,0.4615778625011444,9.913839526117395e-06,0.025848142164781908,160,,,,,,,,,
1.8723,0.4588369131088257,9.908454496499732e-06,0.027463651050080775,170,,,,,,,,,
1.901,0.483291357755661,9.903069466882069e-06,0.029079159935379646,180,,,,,,,,,
1.7812,0.44746020436286926,9.897684437264406e-06,0.030694668820678513,190,,,,,,,,,
1.7655,0.42385441064834595,9.892299407646743e-06,0.03231017770597738,200,,,,,,,,,
1.702,0.3894442319869995,9.88691437802908e-06,0.033925686591276254,210,,,,,,,,,
1.7324,0.2945035398006439,9.881529348411417e-06,0.035541195476575124,220,,,,,,,,,
1.75,0.37508058547973633,9.876144318793754e-06,0.03715670436187399,230,,,,,,,,,
1.7542,0.3613261878490448,9.870759289176091e-06,0.03877221324717286,240,,,,,,,,,
1.7552,0.3611240088939667,9.865374259558428e-06,0.04038772213247173,250,,,,,,,,,
1.7546,0.33814164996147156,9.859989229940765e-06,0.0420032310177706,260,,,,,,,,,
1.6951,0.2982065677642822,9.854604200323102e-06,0.04361873990306947,270,,,,,,,,,
1.6187,0.3229595422744751,9.849219170705439e-06,0.045234248788368334,280,,,,,,,,,
1.6176,0.3267940878868103,9.843834141087776e-06,0.046849757673667204,290,,,,,,,,,
1.6839,0.32691890001296997,9.838449111470115e-06,0.048465266558966075,300,,,,,,,,,
1.6592,0.34353724122047424,9.833064081852452e-06,0.050080775444264945,310,,,,,,,,,
1.6497,0.3764999806880951,9.827679052234787e-06,0.051696284329563816,320,,,,,,,,,
1.6623,0.32895731925964355,9.822294022617124e-06,0.05331179321486268,330,,,,,,,,,
1.6198,0.31748706102371216,9.816908992999463e-06,0.05492730210016155,340,,,,,,,,,
1.6633,0.3779991865158081,9.8115239633818e-06,0.05654281098546042,350,,,,,,,,,
1.6182,0.33168596029281616,9.806138933764137e-06,0.05815831987075929,360,,,,,,,,,
1.6727,0.3149154484272003,9.800753904146474e-06,0.05977382875605816,370,,,,,,,,,
