loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.4033,0.3017348051071167,9.916974169741698e-06,0.03679852805887764,10,,,,,,,,,
2.3622,0.3708829879760742,9.824723247232474e-06,0.07359705611775529,20,,,,,,,,,
2.3536,0.42523202300071716,9.732472324723247e-06,0.11039558417663294,30,,,,,,,,,
2.298,0.4289907217025757,9.640221402214022e-06,0.14719411223551057,40,,,,,,,,,
2.3118,0.3733997642993927,9.547970479704798e-06,0.18399264029438822,50,,,,,,,,,
2.2673,0.3057040870189667,9.455719557195573e-06,0.22079116835326587,60,,,,,,,,,
2.2274,0.26104965806007385,9.363468634686348e-06,0.2575896964121435,70,,,,,,,,,
2.2103,0.2440270036458969,9.271217712177123e-06,0.29438822447102114,80,,,,,,,,,
2.2207,0.21858976781368256,9.178966789667897e-06,0.3311867525298988,90,,,,,,,,,
2.2003,0.19551169872283936,9.086715867158672e-06,0.36798528058877644,100,,,,,,,,,
2.1915,0.188986137509346,8.994464944649447e-06,0.4047838086476541,110,,,,,,,,,
2.1965,0.18223413825035095,8.902214022140222e-06,0.44158233670653174,120,,,,,,,,,
2.1832,0.17978903651237488,8.809963099630998e-06,0.47838086476540936,130,,,,,,,,,
2.1525,0.16758620738983154,8.717712177121773e-06,0.515179392824287,140,,,,,,,,,
2.1566,0.18268842995166779,8.625461254612546e-06,0.5519779208831647,150,,,,,,,,,
2.145,0.19228775799274445,8.533210332103322e-06,0.5887764489420423,160,,,,,,,,,
2.125,0.19704696536064148,8.440959409594097e-06,0.62557497700092,170,,,,,,,,,
2.0932,0.19242724776268005,8.34870848708487e-06,0.6623735050597976,180,,,,,,,,,
2.0957,0.2069212645292282,8.256457564575646e-06,0.6991720331186753,190,,,,,,,,,
2.1013,0.22282744944095612,8.16420664206642e-06,0.7359705611775529,200,,,,,,,,,
2.0758,0.24118004739284515,8.071955719557196e-06,0.7727690892364305,210,,,,,,,,,
2.0632,0.24906228482723236,7.979704797047971e-06,0.8095676172953082,220,,,,,,,,,
2.0384,0.24763645231723785,7.887453874538746e-06,0.8463661453541859,230,,,,,,,,,
2.0145,0.258286714553833,7.795202952029522e-06,0.8831646734130635,240,,,,,,,,,
1.99,0.26111873984336853,7.702952029520295e-06,0.9199632014719411,250,,,,,,,,,
1.9786,0.2770169675350189,7.6107011070110704e-06,0.9567617295308187,260,,,,,,,,,
1.9496,0.3161867558956146,7.518450184501846e-06,0.9935602575896965,270,,,,,,,,,
2.1721,0.31386062502861023,7.42619926199262e-06,1.03311867525299,280,,,,,,,,,
1.8766,0.2968267500400543,7.333948339483395e-06,1.0699172033118676,290,,,,,,,,,
1.8904,0.2948254644870758,7.2416974169741705e-06,1.1067157313707452,300,,,,,,,,,
1.8355,0.28508710861206055,7.149446494464946e-06,1.1435142594296228,310,,,,,,,,,
1.8616,0.257533460855484,7.057195571955721e-06,1.1803127874885004,320,,,,,,,,,
1.8603,0.23311899602413177,6.9649446494464944e-06,1.217111315547378,330,,,,,,,,,
1.8258,0.21018454432487488,6.87269372693727e-06,1.2539098436062557,340,,,,,,,,,
1.8314,0.1953018754720688,6.780442804428045e-06,1.2907083716651333,350,,,,,,,,,
1.8021,0.18662992119789124,6.688191881918819e-06,1.327506899724011,360,,,,,,,,,
1.8,0.19007720053195953,6.5959409594095945e-06,1.3643054277828885,370,,,,,,,,,
1.8205,0.1748327910900116,6.50369003690037e-06,1.4011039558417664,380,,,,,,,,,
1.8014,0.178816556930542,6.411439114391145e-06,1.437902483900644,390,,,,,,,,,
1.8022,0.19351133704185486,6.31918819188192e-06,1.4747010119595216,400,,,,,,,,,
1.7811,0.16857531666755676,6.226937269372694e-06,1.5114995400183993,410,,,,,,,,,
1.8261,0.1710873544216156,6.134686346863469e-06,1.5482980680772769,420,,,,,,,,,
1.7923,0.1747952401638031,6.042435424354244e-06,1.5850965961361545,430,,,,,,,,,
1.7808,0.1788974106311798,5.9501845018450185e-06,1.6218951241950323,440,,,,,,,,,
1.8016,0.17085327208042145,5.857933579335794e-06,1.65869365225391,450,,,,,,,,,
1.7458,0.15906094014644623,5.765682656826569e-06,1.6954921803127876,460,,,,,,,,,
1.7844,0.20071281492710114,5.673431734317344e-06,1.7322907083716652,470,,,,,,,,,
1.7772,0.17424747347831726,5.581180811808119e-06,1.7690892364305428,480,,,,,,,,,
1.7833,0.1804431676864624,5.488929889298893e-06,1.8058877644894205,490,,,,,,,,,
1.7734,0.18584783375263214,5.396678966789668e-06,1.842686292548298,500,,,,,,,,,
1.7779,0.159855455160141,5.304428044280443e-06,1.8794848206071757,510,,,,,,,,,
1.7563,0.16953562200069427,5.212177121771218e-06,1.9162833486660533,520,,,,,,,,,
1.7833,0.15302231907844543,5.119926199261993e-06,1.953081876724931,530,,,,,,,,,
1.7647,0.15537770092487335,5.027675276752768e-06,1.9898804047838086,540,,,,,,,,,
1.9638,0.16636312007904053,4.9354243542435426e-06,2.0294388224471023,550,,,,,,,,,
1.7684,0.15738293528556824,4.843173431734318e-06,2.06623735050598,560,,,,,,,,,
1.7809,0.15452133119106293,4.750922509225093e-06,2.1030358785648575,570,,,,,,,,,
1.7484,0.15843065083026886,4.658671586715867e-06,2.139834406623735,580,,,,,,,,,
1.7624,0.17788590490818024,4.566420664206643e-06,2.1766329346826128,590,,,,,,,,,
1.7466,0.16153912246227264,4.474169741697417e-06,2.2134314627414904,600,,,,,,,,,
1.763,0.15003405511379242,4.381918819188192e-06,2.250229990800368,610,,,,,,,,,
1.7646,0.16363924741744995,4.289667896678967e-06,2.2870285188592456,620,,,,,,,,,
1.7494,0.1698346883058548,4.197416974169742e-06,2.3238270469181233,630,,,,,,,,,
