loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.6019,0.4173074960708618,9.916974169741698e-06,0.03679852805887764,10,,,,,,,,,
2.5841,0.5253336429595947,9.824723247232474e-06,0.07359705611775529,20,,,,,,,,,
2.5567,0.6181041598320007,9.732472324723247e-06,0.11039558417663294,30,,,,,,,,,
2.4809,0.6547318696975708,9.640221402214022e-06,0.14719411223551057,40,,,,,,,,,
2.471,0.6299814581871033,9.547970479704798e-06,0.18399264029438822,50,,,,,,,,,
2.4101,0.5681864619255066,9.455719557195573e-06,0.22079116835326587,60,,,,,,,,,
2.3438,0.49354231357574463,9.363468634686348e-06,0.2575896964121435,70,,,,,,,,,
2.3237,0.4506719410419464,9.271217712177123e-06,0.29438822447102114,80,,,,,,,,,
2.3028,0.368852823972702,9.178966789667897e-06,0.3311867525298988,90,,,,,,,,,
2.2731,0.3020058572292328,9.086715867158672e-06,0.36798528058877644,100,,,,,,,,,
2.2608,0.2700260281562805,8.994464944649447e-06,0.4047838086476541,110,,,,,,,,,
2.2662,0.27291449904441833,8.902214022140222e-06,0.44158233670653174,120,,,,,,,,,
2.253,0.2570163905620575,8.809963099630998e-06,0.47838086476540936,130,,,,,,,,,
2.214,0.24162259697914124,8.717712177121773e-06,0.515179392824287,140,,,,,,,,,
2.2079,0.26341739296913147,8.625461254612546e-06,0.5519779208831647,150,,,,,,,,,
2.1991,0.27824774384498596,8.533210332103322e-06,0.5887764489420423,160,,,,,,,,,
2.1706,0.2808002829551697,8.440959409594097e-06,0.62557497700092,170,,,,,,,,,
2.1428,0.2815411388874054,8.34870848708487e-06,0.6623735050597976,180,,,,,,,,,
2.1397,0.30106207728385925,8.256457564575646e-06,0.6991720331186753,190,,,,,,,,,
2.135,0.3169897794723511,8.16420664206642e-06,0.7359705611775529,200,,,,,,,,,
