loss,grad_norm,learning_rate,epoch,step,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
2.4033,0.30372896790504456,9.667896678966791e-06,0.03679852805887764,10,,,,,
2.3626,0.3726087510585785,9.29889298892989e-06,0.07359705611775529,20,,,,,
2.3555,0.4242834150791168,8.92988929889299e-06,0.11039558417663294,30,,,,,
2.3026,0.43873023986816406,8.560885608856089e-06,0.14719411223551057,40,,,,,
2.3198,0.39927998185157776,8.19188191881919e-06,0.18399264029438822,50,,,,,
2.2774,0.339102566242218,7.822878228782289e-06,0.22079116835326587,60,,,,,
2.2397,0.3001558184623718,7.453874538745388e-06,0.2575896964121435,70,,,,,
2.2243,0.29062193632125854,7.084870848708487e-06,0.29438822447102114,80,,,,,
2.2364,0.2573360204696655,6.715867158671587e-06,0.3311867525298988,90,,,,,
2.2182,0.22564737498760223,6.346863468634686e-06,0.36798528058877644,100,,,,,
2.2121,0.2133556306362152,5.977859778597786e-06,0.4047838086476541,110,,,,,
2.2203,0.21448007225990295,5.6088560885608855e-06,0.44158233670653174,120,,,,,
2.2104,0.2028544843196869,5.2398523985239855e-06,0.47838086476540936,130,,,,,
2.183,0.18441137671470642,4.8708487084870856e-06,0.515179392824287,140,,,,,
2.1916,0.19155411422252655,4.501845018450185e-06,0.5519779208831647,150,,,,,
2.186,0.19335876405239105,4.132841328413285e-06,0.5887764489420423,160,,,,,
2.1719,0.18826636672019958,3.763837638376384e-06,0.62557497700092,170,,,,,
2.1474,0.17818383872509003,3.3948339483394836e-06,0.6623735050597976,180,,,,,
2.1584,0.18486574292182922,3.0258302583025832e-06,0.6991720331186753,190,,,,,
2.1738,0.18639004230499268,2.656826568265683e-06,0.7359705611775529,200,,,,,
2.1593,0.19646044075489044,2.2878228782287825e-06,0.7727690892364305,210,,,,,
2.1588,0.18872560560703278,1.918819188191882e-06,0.8095676172953082,220,,,,,
2.1487,0.18539540469646454,1.5498154981549817e-06,0.8463661453541859,230,,,,,
2.1407,0.19225646555423737,1.1808118081180813e-06,0.8831646734130635,240,,,,,
2.1333,0.18423809111118317,8.118081180811808e-07,0.9199632014719411,250,,,,,
2.14,0.18501731753349304,4.4280442804428044e-07,0.9567617295308187,260,,,,,
2.1324,0.19161003828048706,7.380073800738008e-08,0.9935602575896965,270,,,,,
,,,0.9972401103955841,271,680.4901,6.387,0.398,3.425879602269389e+17,2.2150168937950556
